업소아이디,업소명,분류코드,분류코드명,업소 주소,업소 전화번호,추천수,상품명,상품가격(일반)(원)
9214,형제정육식당,1,한식,서울특별시 중구 다산로40길 56 (신당동),02-2235-9902,0,된장찌개,5000
9179,예향,2,중식,서울특별시 강남구 역삼로7길 3 (역삼동),02-539-4431,0,짬뽕,5500
9352,육천중국요리,2,중식,서울특별시 역삼로 37길 11,02-568-2250,0, 간짜장 ,6000
9179,예향,2,중식,서울특별시 강남구 역삼로7길 3 (역삼동),02-539-4431,0,볶음밥,6000
9267,차이나는만두,2,중식,서울특별시 마포구 백범로 205 (신공덕동 마포펜트라우스),02-702-7176,0,짜장면,5000
9267,차이나는만두,2,중식,서울특별시 마포구 백범로 205 (신공덕동 마포펜트라우스),02-702-7176,0,짬뽕,6000
9339,정아 헤어&#49406;,5,이 미용업,서울특별시 동작구 매봉로 155 (본동),824-2706,0,커트,7000
9339,정아 헤어&#49406;,5,이 미용업,서울특별시 동작구 매봉로 155 (본동),824-2706,0,파마,20000
9340,복미 세탁소,7,세탁업,서울특별시 동작구 사당로2차길 49 (사당동),586-4026,0,세탁료,7000
9341,동원 이발소,5,이 미용업,서울특별시 동작구 동작대로27다길 41 (사당동),536-3411,0,면도,2000
9342,수복 이발소,5,이 미용업,서울특별시 동작구 사당로27길 94-3 (사당동),593-1938,0,커트,8000
9342,수복 이발소,5,이 미용업,서울특별시 동작구 사당로27길 94-3 (사당동),593-1938,0,면도,2000
9352,육천중국요리,2,중식,서울특별시 역삼로 37길 11,02-568-2250,0, 볶음밥 ,6000
9352,육천중국요리,2,중식,서울특별시 역삼로 37길 11,02-568-2250,0,짜장면,5000
9385,맛찬,1,한식,서울특별시 개포로 615 석탑프라자 B01 ,02-459-8478,0,오늘의메뉴,6000
9349,임가네민속집,1,한식,서울특별시 논현로79길 7,02-556-1015,0, 뚝배기닭볶음 ,6500
9349,임가네민속집,1,한식,서울특별시 논현로79길 7,02-556-1015,0, 평양만두국 ,6000
9064,포천이동갈비촌,1,한식,서울특별시 관악구 신원로 40-12 (신림동),02-884-7109,0,냉면,4000
9064,포천이동갈비촌,1,한식,서울특별시 관악구 신원로 40-12 (신림동),02-884-7109,0,차돌된장찌개,5000
9268,망원시장손칼국수,1,한식,서울특별시 마포구 망원로8길 29 (망원동),02-6012-7139,0,손칼국수,3500
9268,망원시장손칼국수,1,한식,서울특별시 마포구 망원로8길 29 (망원동),02-6012-7139,0,손수제비,4000
9268,망원시장손칼국수,1,한식,서울특별시 마포구 망원로8길 29 (망원동),02-6012-7139,0,옛날 손짜장,4500
9349,임가네민속집,1,한식,서울특별시 논현로79길 7,02-556-1015,0,손칼국수 ,5500
9327,힐링헤어,5,이 미용업,서울특별시 동작구 성대로12길 8 (상도동),6095-1595,0,커트,10000
9326,헤어 365,5,이 미용업,서울특별시 동작구 동작대로29길 115 (사당동 사당우성아파트),3476-5955,0,파마,25000
9326,헤어 365,5,이 미용업,서울특별시 동작구 동작대로29길 115 (사당동 사당우성아파트),3476-5955,0,커트,10000
9322,우리 콩사랑,1,한식,서울특별시 동작구 신대방2길 3 (신대방동),846-8116,0,순두부찌개,6000
9322,우리 콩사랑,1,한식,서울특별시 동작구 신대방2길 3 (신대방동),846-8116,0,콩국수,6000
9388,서울밥집 봉천점,1,한식,서울특별시 관악구 봉천동 927-18,-,0,제육볶음,5500
9388,서울밥집 봉천점,1,한식,서울특별시 관악구 봉천동 927-18,-,0,청국장,3900
9142,다미돈까스,3,경양식일식,서울특별시 서대문구 증가로 260 (북가좌동),373-3322,0,돈가스,5500
9249,원할매이모네닭한마리,1,한식,서울특별시 강남구 도곡로4길 9 (도곡동),02-3461-8555,0,닭칼국수,6000
9249,원할매이모네닭한마리,1,한식,서울특별시 강남구 도곡로4길 9 (도곡동),02-3461-8555,0,닭곰탕,6000
9269,오늘머리하는집,5,이 미용업,서울특별시 마포구 월드컵로31길 48 (망원동),02-704-8289,0,파마,25000
9056,의정부 부대찌개,1,한식,서울특별시 도봉구 덕릉로60길 57 (창동),02-998-6977,0,김치찌개,6000
9343,영신 이발소,5,이 미용업,서울특별시 동작구 사당로14가길 13 (사당동),없음,0,커트,8000
9056,의정부 부대찌개,1,한식,서울특별시 도봉구 덕릉로60길 57 (창동),02-998-6977,0,우렁된장찌개,6000
9056,의정부 부대찌개,1,한식,서울특별시 도봉구 덕릉로60길 57 (창동),02-998-6977,0,백반,5000
9109,남자들의 세상,5,이 미용업,서울특별시 금천구 독산로 45 (시흥동),070-4133-7322,0,염색 ,10000
9109,남자들의 세상,5,이 미용업,서울특별시 금천구 독산로 45 (시흥동),070-4133-7322,0,컷트,5000
9343,영신 이발소,5,이 미용업,서울특별시 동작구 사당로14가길 13 (사당동),없음,0,면도,2000
9071,둔촌시장모범이발관,5,이 미용업,서울특별시 강동구 풍성로58길 20 (성내동),없음,0,염색,5000
9229,오가네밥상,1,한식,서울특별시 강남구 광평로 280 138호,02-3413-0181,0,생항정살(180g),13000
9050,가로수길칼국수,1,한식,서울특별시 강남구 압구정로2길 46 (신사동 강남상가아파트),02-512-6474,0,새싹열부비빔밥,6000
9239,카와블러썸,13,기타서비스업종,서울특별시 금천구 남부순환로108길 30 (가산동),02-867-4952,0,아메리카노,2000
9151,1번출구커피,4,기타외식업(다방패스트푸드등),서울특별시 서대문구 통일로 460 (홍제동),379-0595,0,커피,1500
9170,광희식당,2,중식,서울특별시 중구 장충단로 212-2 (광희동2가),02-2265-1555,0,순두부,6000
9170,광희식당,2,중식,서울특별시 중구 장충단로 212-2 (광희동2가),02-2265-1555,0,비빔밥,6000
9368,유가,2,중식,서울특별시 중구 퇴계로12길 68 (회현동1가),02-3789-9688,0,자장면,5000
9367,광희이용원,5,이 미용업,서울특별시 중구 동호로34길 18 (광희동1가),02-2265-0605,0,이발,8000
9367,광희이용원,5,이 미용업,서울특별시 중구 동호로34길 18 (광희동1가),02-2265-0605,0,염색,10000
9368,유가,2,중식,서울특별시 중구 퇴계로12길 68 (회현동1가),02-3789-9688,0,볶음밥,6000
9369,진달래시래기,1,한식,서울특별시 중구 퇴계로12길 60 (회현동1가),02-752-1208,0,무청시래기밥,8000
9369,진달래시래기,1,한식,서울특별시 중구 퇴계로12길 60 (회현동1가),02-752-1208,0,오늘의밥상,8000
9090,참치킹,1,한식,서울특별시 금천구 벚꽃로 298 대륭포스트타워6차 (가산동),02-2083-8885,0,회덮밥,7000
9113,BEST남성전문컷,5,이 미용업,서울특별시 금천구 가산로 140 1층 (가산동),02-855-8805,0,염색 ,25000
9113,BEST남성전문컷,5,이 미용업,서울특별시 금천구 가산로 140 1층 (가산동),02-855-8805,0,컷트,8000
9086,맛순이,1,한식,서울특별시 금천구 가산로5길 72 1층 103호 (가산동),02-861-0758,0,뼈해장국,8000
9086,맛순이,1,한식,서울특별시 금천구 가산로5길 72 1층 103호 (가산동),02-861-0758,0,순댓국,7000
9317,화풍정,1,한식,서울특별시 동작구 상도로 102 (상도동),814-3392,0,시래기밥상,7000
9315,보물쌈,1,한식,서울특별시 동작구 상도로 296-2 (상도1동),814-2151,0,칼국수,3000
9152,축산정육식당,1,한식,서울특별시 통일로 479,391-9285,0,삼겹살,9900
9047,웨스턴후라이드라이스,3,경양식일식,서울특별시 마포구 홍익로 26 (동교동),02-336-7892,0,햄치즈볶음밥,7000
9382,365일기분좋은날잔치날,1,한식,서울특별시 도곡로4길 19 ,02-6104-7272,0, 순두부찌개 ,6000
9382,365일기분좋은날잔치날,1,한식,서울특별시 도곡로4길 19 ,02-6104-7272,0, 제육볶음 ,7000
9283,주연헤어센스,5,이 미용업,서울특별시 마포구 희우정로10길 30 (망원동),02-332-1777,0,커트,10000
9209,건영사우나,6,목욕업,서울특별시 성동구 동일로 263 (송정동 송정동 건영아파트),02-464-9888,0,목욕료(성인),6500
9097,박리분식,1,한식,서울특별시 금천구 가산로 126 (가산동),02-857-4009,0,김밥,1500
9097,박리분식,1,한식,서울특별시 금천구 가산로 126 (가산동),02-857-4009,0, 뚝불고기 ,6000
9098,진미식당,1,한식,서울특별시 금천구 가산로3길 25 (독산동),02-869-7774,0,백반,5500
9311,스카이 피자,3,경양식일식,서울특별시 동작구 노량진로6길 86 (노량진동),822-3082,0,치킨,8500
9041,윤헤어모드,5,이 미용업,서울특별시 서대문구 가재울로10길 25 (남가좌동),02-307-2896,0,커트,5000
9102,다래성,2,중식,서울특별시 금천구 시흥대로 471-1 (독산동),02-856-6725,0,짜장면,2500
9102,다래성,2,중식,서울특별시 금천구 시흥대로 471-1 (독산동),02-856-6725,0,짬뽕,3500
9164,가영미용실,5,이 미용업,서울특별시 금천구 시흥대로39길 8 (시흥동),02-715-4539,0,커트,6000
9164,가영미용실,5,이 미용업,서울특별시 금천구 시흥대로39길 8 (시흥동),02-715-4539,0,퍼머,20000
9311,스카이 피자,3,경양식일식,서울특별시 동작구 노량진로6길 86 (노량진동),822-3082,0,피자,8900
9382,365일기분좋은날잔치날,1,한식,서울특별시 도곡로4길 19 ,02-6104-7272,0,김치찌개,6000
9376,남원종가집추어탕,1,한식,서울특별시 강남대로48길 8 ,02-3462-6667,0,돈까스 ,7000
9107,두산이발관,5,이 미용업,서울특별시 금천구 가산로 99 가산위브아파트상가동 B01호 (가산동 두산위브아파트),02-851-1057,0,컷트,5000
9310,엄마손김밥,1,한식,서울특별시 동작구 등용로14길 81 (노량진동),817-0779,0,김밥,2000
9307,돌쇠와 석쇠,1,한식,서울특별시 동작구 솔밭로 110 (사당동),588-1005,0,목살(180g),11000
9272,미시간모텔,8,숙박업(호텔여관),서울특별시 종로구 난계로29길 43 (숭인동),02-2252-0820,0,숙박료,40000
9108,고기굽는마을,1,한식,서울특별시 금천구 벚꽃로38길 32-29 (가산동),02-868-0390,0,김치찌개,5000
9193,풍년갈비,1,한식,서울특별시 마포구 동교로 264 (연남동),02-322-5818,0,삼겹살(180g),10000
9193,풍년갈비,1,한식,서울특별시 마포구 동교로 264 (연남동),02-322-5818,0,돼지갈비(250g),10000
9376,남원종가집추어탕,1,한식,서울특별시 강남대로48길 8 ,02-3462-6667,0,추어탕,8000
9277,신림국수,1,한식,서울특별시 관악구 신림동7길 51 (신림동),02-883-9242,0,잔치국수,3500
9277,신림국수,1,한식,서울특별시 관악구 신림동7길 51 (신림동),02-883-9242,0,비빔밥,4000
9379,맛있는 국수집,1,한식,서울특별시 개포로 652 101호 ,02-431-0045,0,우국수 ,5000
9307,돌쇠와 석쇠,1,한식,서울특별시 동작구 솔밭로 110 (사당동),588-1005,0,삼겹살(수입산 180g),8000
9379,맛있는 국수집,1,한식,서울특별시 개포로 652 101호 ,02-431-0045,0,육장국수 ,5000
9306,생오리 회전 숯불구이 왕갈비탕,1,한식,서울특별시 동작구 사당로14가길 8 (사당동),525-4491,0,갈비탕,9000
9069,두부마을,1,한식,서울특별시 강북구 오현로31길 109 (번동),988-8464,0,순두부정식,7000
9303,다독이네 숯불갈비,1,한식,서울특별시 동작구 노량진로 106-5 (노량진동),6101-9299,0,뼈삼겹갈비(200g),11000
9375,이안헤어,5,이 미용업,서울특별시 강서구 남부순환로 11가길 84,,0,펌,25000
9026,착한이발관,5,이 미용업,서울특별시 중랑구 봉화산로 54 (중화동),-,0,이용료(커트),4000
9375,이안헤어,5,이 미용업,서울특별시 강서구 남부순환로 11가길 84,,0,커트,10000
9144,홍제동잔치집,1,한식,서울특별시 서대문구 통일로 428-1 (홍제동),720-8833,0,칼국수,5000
9069,두부마을,1,한식,서울특별시 강북구 오현로31길 109 (번동),988-8464,0,불고기정식,11000
9172,SHville세탁,7,세탁업,서울특별시 성북구 한천로101길 36 장월상가 203호 (장위동),02-941-8423,0,남성정장,6000
9172,SHville세탁,7,세탁업,서울특별시 성북구 한천로101길 36 장월상가 203호 (장위동),02-941-8423,0,바지수선,3000
9128,만두랑,1,한식,서울특별시 강남구 역삼로19길 29 (역삼동),02-557-9397,0,떡만두국,6000
9128,만두랑,1,한식,서울특별시 강남구 역삼로19길 29 (역삼동),02-557-9397,0,만두국,6500
9037,곰닭,1,한식,서울특별시 서대문구 홍은중앙로 116-1 (홍은동),02-6406-9291,0,치킨,12000
9128,만두랑,1,한식,서울특별시 강남구 역삼로19길 29 (역삼동),02-557-9397,0,칼만두국,6000
9379,맛있는 국수집,1,한식,서울특별시 개포로 652 101호 ,02-431-0045,0,진국수(사골육수),5000
9207,보글보글 지글지글,1,한식,서울특별시 관악구 난우길 47 (신림동),02-3281-8253,0,삼겹살,9000
9229,오가네밥상,1,한식,서울특별시 강남구 광평로 280 138호,02-3413-0181,0,생삽겹살(180g),14000
9269,오늘머리하는집,5,이 미용업,서울특별시 마포구 월드컵로31길 48 (망원동),02-704-8289,0,커트,10000
9121,보광식당,1,한식,서울특별시 광진구 아차산로 341 (자양동),456-3707,0,김치찌개,6000
9277,신림국수,1,한식,서울특별시 관악구 신림동7길 51 (신림동),02-883-9242,0,바지락칼국수,5000
9207,보글보글 지글지글,1,한식,서울특별시 관악구 난우길 47 (신림동),02-3281-8253,0,백반,5000
9041,윤헤어모드,5,이 미용업,서울특별시 서대문구 가재울로10길 25 (남가좌동),02-307-2896,0,파마,30000
9172,SHville세탁,7,세탁업,서울특별시 성북구 한천로101길 36 장월상가 203호 (장위동),02-941-8423,0,와이셔츠,1500
9145,조정현갈비탕,1,한식,서울특별시 서대문구 명물길 43-3 (창천동),312-5408,0,삼겹살,10000
9259,복음미용실,5,이 미용업,서울특별시 강서구 공항대로65길 51 (염창동 대경캐슬),02-3664-2822,0,미용료(커트),5000
9038,비락,2,중식,서울특별시 서대문구 연희로 243 (연희동),02-394-6666,0,자장면,2500
9259,복음미용실,5,이 미용업,서울특별시 강서구 공항대로65길 51 (염창동 대경캐슬),02-3664-2822,0, 미용료(파마) ,25000
9260,그린미용실,5,이 미용업,서울특별시 강서구 월정로30길 47 (화곡동),02-2697-6254,0,미용료(커트),7000
9329,엄청난 미용실,5,이 미용업,서울특별시 동작구 장승배기로19길 23 (노량진동),826-6207,0,파마,25000
9160,동경사진관,13,기타서비스업종,서울특별시 구로구 우마길 14 (가리봉동),02-863-3598,0,사진촬영료,15000
9260,그린미용실,5,이 미용업,서울특별시 강서구 월정로30길 47 (화곡동),02-2697-6254,0, 미용료(파마) ,20000
9251,양평해장국,1,한식,서울특별시 강남구 논현로12길 19-7 (개포동),02-578-4464,0,양평해장국,6000
9261,문가네식당,1,한식,서울특별시 강서구 화곡로61길 64 (등촌동 녹십초훼미리타운),02-3661-0094,0,김치찌개,6000
9261,문가네식당,1,한식,서울특별시 강서구 화곡로61길 64 (등촌동 녹십초훼미리타운),02-3661-0094,0,된장찌개,6000
9329,엄청난 미용실,5,이 미용업,서울특별시 동작구 장승배기로19길 23 (노량진동),826-6207,0,커트,10000
9028,(주)추억을파는극장,9,영화관람,서울특별시 종로구 삼일대로 428 (낙원동) 4층,02-3672-4235,0,영화관람권,2000
9038,비락,2,중식,서울특별시 서대문구 연희로 243 (연희동),02-394-6666,0,짬뽕,3000
9258,삼성이발관,5,이 미용업,서울특별시 도봉구 도봉로169나길 38 지상 1층 (도봉동),,0,이발(경로우대),3000
9204,심영희헤어,5,이 미용업,서울특별시 관악구 행운1길 116 (봉천동),없음,0,커트,8000
9022,무릉도원,1,한식,서울특별시 구로구 구로동로28길 64-12 (구로동 남촌홈타운),02-857-2111,0,가정식백반,5000
9195,명동분식,1,한식,서울특별시 도봉구 도당로13가길 6 (방학동),3493-6553,0,김치찌개,6000
9380,미도한우마을,1,한식,서울특별시 삼성로 38 개포빌딩 108호,02-557-3232,0,새싹비빔밥 ,6000
9380,미도한우마을,1,한식,서울특별시 삼성로 38 개포빌딩 108호,02-557-3232,0,생삼겹(180g),13000
9295,단비분식,1,한식,서울특별시 동작구 흑석로9길 13 (흑석동),817-8852,0,비빔밥,4000
9380,미도한우마을,1,한식,서울특별시 삼성로 38 개포빌딩 108호,02-557-3232,0,양념돼지갈비(250g),13000
9383,부부식당,1,한식,서울특별시 삼성로 343 106호,02-563-9241,0, 된장찌개 ,4000
9293,유정쌈밥,1,한식,서울특별시 동작구 서달로13길 5-14 (흑석동),816-0338,0,쌈밥정식(국내산),9000
9383,부부식당,1,한식,서울특별시 삼성로 343 106호,02-563-9241,0, 청국장 ,4000
9383,부부식당,1,한식,서울특별시 삼성로 343 106호,02-563-9241,0,김치찌개,4000
9355,순대국밥,1,한식,서울특별시 도곡로 516 삼성상가 지하1층 3호,02-539-5163,0,부산돼지머리국밥,5000
9355,순대국밥,1,한식,서울특별시 도곡로 516 삼성상가 지하1층 3호,02-539-5163,0,김치삼겹살찌개,5000
9195,명동분식,1,한식,서울특별시 도봉구 도당로13가길 6 (방학동),3493-6553,0,떡만둣국,4500
9143,중화요리 신세계로반점,2,중식,서울특별시 서대문구 증가로24바길 71 (북가좌동),304-5100,0,자장면,2000
9253,손칼국수&손만두,1,한식,서울특별시 강남구 광평로56길 11 (수서동 수서6단지아파트),02-445-1585,0,손칼국수,5000
9253,손칼국수&손만두,1,한식,서울특별시 강남구 광평로56길 11 (수서동 수서6단지아파트),02-445-1585,0,칼만두,6000
9254,한벽루 전주콩나물국밥,1,한식,서울특별시 강남구 개포로 648 (일원동),02-445-1041,0,버섯들깨탕,6000
9254,한벽루 전주콩나물국밥,1,한식,서울특별시 강남구 개포로 648 (일원동),02-445-1041,0,양푼비빔밥,5000
9254,한벽루 전주콩나물국밥,1,한식,서울특별시 강남구 개포로 648 (일원동),02-445-1041,0,콩나물국밥,5000
9240,행복한밥상,1,한식,서울특별시 강남구 테헤란로 310 (역삼동) ,02-555-7935,0,행복한밥상,7000
9373,추억순대국전문점,1,한식,서울특별시 관악구 신림로26길 11 (신림동),02)877-3885,0,뼈해장국,6000
9373,추억순대국전문점,1,한식,서울특별시 관악구 신림로26길 11 (신림동),02)877-3885,0,순대국,6000
9203,착한생칼국수,1,한식,서울특별시 관악구 관천로 49 (신림동),없음,0,꽁보리밥정식,4800
9287,통삼겹구이 5900,1,한식,서울특별시 동작구 보라매로 93 (신대방동),826-9285,0,오리로스주물럭(200g),8000
9287,통삼겹구이 5900,1,한식,서울특별시 동작구 보라매로 93 (신대방동),826-9285,0,삼겹살(수입산 180g),5900
9355,순대국밥,1,한식,서울특별시 도곡로 516 삼성상가 지하1층 3호,02-539-5163,0,순대국,5000
9286,삼호정,1,한식,서울특별시 동작구 여의대방로24길 50 (신대방동),825-6023,0,김치찌개,5000
9275,플러스카페,4,기타외식업(다방패스트푸드등),서울특별시 종로구 삼봉로 43 (수송동) 종로구청 본관1층,02-6247-9926,0,카페라떼,2700
9286,삼호정,1,한식,서울특별시 동작구 여의대방로24길 50 (신대방동),825-6023,0,삼계탕,12000
9203,착한생칼국수,1,한식,서울특별시 관악구 관천로 49 (신림동),없음,0,칼국수,3800
9236,서희네,1,한식,서울특별시 강남구 개포로22길 41 (개포동),070-8151-7281,0,순두부,7000
9295,단비분식,1,한식,서울특별시 동작구 흑석로9길 13 (흑석동),817-8852,0,제육덮밥,5000
9285,이고시다,1,한식,서울특별시 동작구 여의대방로22길 98 (신대방동),821-7007,0,알탕,7000
9385,맛찬,1,한식,서울특별시 개포로 615 석탑프라자 B01 ,02-459-8478,0,알밥 ,6000
9284,성상등갈비,1,한식,서울특별시 동작구 신대방길 108 (신대방동),848-1151,0,등갈비(350g),13000
9299,싸리골,1,한식,서울특별시 구로구 구로중앙로22길 7 (구로동),02-862-1323,0,정식,6000
9294,사과나무,3,경양식일식,서울특별시 동작구 흑석로9길 7 (흑석동),825-1831,0,왕돈까스,6000
9275,플러스카페,4,기타외식업(다방패스트푸드등),서울특별시 종로구 삼봉로 43 (수송동) 종로구청 본관1층,02-6247-9926,0,아메리카노,1900
9274,진차돌,1,한식,서울특별시 종로구 종로35길 39 (효제동) 1층 102호,02-745-2516,0,삼겹살,8900
9274,진차돌,1,한식,서울특별시 종로구 종로35길 39 (효제동) 1층 102호,02-745-2516,0,차돌박이,7900
9293,유정쌈밥,1,한식,서울특별시 동작구 서달로13길 5-14 (흑석동),816-0338,0,쌈밥정식(수입산),8000
9273,만족숯불갈비,1,한식,서울특별시 종로구 종로53길 7-2 (창신동),02-765-1298,0,삼겹살,10000
9273,만족숯불갈비,1,한식,서울특별시 종로구 종로53길 7-2 (창신동),02-765-1298,0,돼지갈비,9000
9381,팔팔한상,1,한식,서울특별시 밤고개로1길 10 현대벤처빌 B1 ,02-451-1550,0,팔팔백반,6000
9271,카라모텔,8,숙박업(호텔여관),서울특별시 종로구 수표로26길 3 (낙원동),02-741-4455,0,특실,40000
9385,맛찬,1,한식,서울특별시 개포로 615 석탑프라자 B01 ,02-459-8478,0,순두부찌개 ,6000
9378,이모네손칼국수,1,한식,서울특별시 언주로69길 9,02-555-0767,0,닭칼국수,6000
9378,이모네손칼국수,1,한식,서울특별시 언주로69길 9,02-555-0767,0,멸치칼국수 ,6000
9299,싸리골,1,한식,서울특별시 구로구 구로중앙로22길 7 (구로동),02-862-1323,0,불고기쌈밥,7000
9271,카라모텔,8,숙박업(호텔여관),서울특별시 종로구 수표로26길 3 (낙원동),02-741-4455,0,일반실,30000
9299,싸리골,1,한식,서울특별시 구로구 구로중앙로22길 7 (구로동),02-862-1323,0,생선+청국장,7000
9386,알리파스타,4,기타외식업(다방패스트푸드등),서울특별시 논현로151길 29,02-518-1125,0,알리오올리오 ,6500
9163,나나헤어샵,5,이 미용업,서울특별시 구로구 구로동로38길 11-4 (구로동),02-851-1705,0,커트,8000
9072,속초맛집,1,한식,서울특별시 동대문구 제기로 86 (청량리동),963-3036,0,모듬생선조림,40000
9208,송하정,1,한식,서울특별시 성동구 무학봉15길 6 (하왕십리동),02-2291-3346,0,주인밥상 ,5000
9347,밥리버거 앤 치킨호프,1,한식,서울특별시 언주로 405,02-552-0388,0,교자만두,4000
9378,이모네손칼국수,1,한식,서울특별시 언주로69길 9,02-555-0767,0,비빔밥 ,6000
9387,양구식당,1,한식,서울특별시 논현로151길 26,02-548-5848,0,닭곰탕국밥,7000
9387,양구식당,1,한식,서울특별시 논현로151길 26,02-548-5848,0,닭칼국수 ,6000
9360,올라 이베리코,1,한식,서울특별시 언주로114길 5,02-514-1276,0,갈비살(200g),13000
9360,올라 이베리코,1,한식,서울특별시 언주로114길 5,02-514-1276,0,양념갈비(250g),12000
9360,올라 이베리코,1,한식,서울특별시 언주로114길 5,02-514-1276,0,이베리코(200g),12000
9163,나나헤어샵,5,이 미용업,서울특별시 구로구 구로동로38길 11-4 (구로동),02-851-1705,0,파마,25000
9347,밥리버거 앤 치킨호프,1,한식,서울특별시 언주로 405,02-552-0388,0,비빔국수 ,5000
9347,밥리버거 앤 치킨호프,1,한식,서울특별시 언주로 405,02-552-0388,0,제육덮밥 ,6000
9387,양구식당,1,한식,서울특별시 논현로151길 26,02-548-5848,0,삼겹살(200g),14000
9386,알리파스타,4,기타외식업(다방패스트푸드등),서울특별시 논현로151길 29,02-518-1125,0,클래식,5500
9052,영동우동,1,한식,서울특별시 강남구 도곡로7길 28 (역삼동),02-555-6858,0,영동우동,4000
9386,알리파스타,4,기타외식업(다방패스트푸드등),서울특별시 논현로151길 29,02-518-1125,0,통새우볶음밥,6000
9052,영동우동,1,한식,서울특별시 강남구 도곡로7길 28 (역삼동),02-555-6858,0,옛날짜장,4000
9052,영동우동,1,한식,서울특별시 강남구 도곡로7길 28 (역삼동),02-555-6858,0,잔치국수,4500
9227,석화촌,1,한식,서울특별시 강남구 강남대로 240 (도곡동) 지하1층 113,02-573-5756,0,불고기덥밥,6500
9227,석화촌,1,한식,서울특별시 강남구 강남대로 240 (도곡동) 지하1층 113,02-573-5756,0,순두부찌개,6000
9228,소담,1,한식,서울특별시 강남구 개포로 615 (개포동) 지하 115호,02-3414-0010,0,김치찌개,6000
9228,소담,1,한식,서울특별시 강남구 개포로 615 (개포동) 지하 115호,02-3414-0010,0,육계장,6000
9228,소담,1,한식,서울특별시 강남구 개포로 615 (개포동) 지하 115호,02-3414-0010,0,순대국,6000
9211,돈우가식당,1,한식,서울특별시 중구 남대문로 25-17 (북창동),02-3789-1313,0,김치찌개,6000
9211,돈우가식당,1,한식,서울특별시 중구 남대문로 25-17 (북창동),02-3789-1313,0,제육볶음,6000
9213,백미사 세탁소,7,세탁업,서울특별시 중구 퇴계로90길 49 (신당동),02-2252-5885,0,상의,5000
9213,백미사 세탁소,7,세탁업,서울특별시 중구 퇴계로90길 49 (신당동),02-2252-5885,0,하의,3000
9365,일광사,7,세탁업,서울특별시 중구 다산로33다길 29 (신당동),02-2239-6492,0,작업복,5000
9365,일광사,7,세탁업,서울특별시 중구 다산로33다길 29 (신당동),02-2239-6492,0,양복,7000
9366,거북아버지는이발사,5,이 미용업,서울특별시 중구 다산로44길 34 (신당동),02-2252-9879,0,이발,8000
9320,궁중참순대,1,한식,서울특별시 동작구 보라매로5길 15 (신대방동),3284-3288,0,순대국,7000
9227,석화촌,1,한식,서울특별시 강남구 강남대로 240 (도곡동) 지하1층 113,02-573-5756,0,양푼비빔밥+된장찌개,6000
9366,거북아버지는이발사,5,이 미용업,서울특별시 중구 다산로44길 34 (신당동),02-2252-9879,0,염색,10000
9370,속초집,1,한식,서울특별시 중구 퇴계로6길 3-6 (회현동1가),02-775-2226,0,황태해장국,6000
9370,속초집,1,한식,서울특별시 중구 퇴계로6길 3-6 (회현동1가),02-775-2226,0,회덮밥,8000
9192,연희동 할머니네,1,한식,서울특별시 마포구 성미산로 100 (연남동),02-322-8258,0,백반,7000
9371,대청마루,1,한식,서울특별시 중구 퇴계로44길 16 (필동2가),02-2285-2650,0,금일메뉴 식사,5000
9148,더케익부티크,4,기타외식업(다방패스트푸드등),서울특별시 서대문구 통일로39나길 28 (홍제동),3217-5878,0,커피,2000
9371,대청마루,1,한식,서울특별시 중구 퇴계로44길 16 (필동2가),02-2285-2650,0,삼겹살세트(2인),27000
9372,남도전통순대명가,1,한식,서울특별시 중구 마른내로 121-1 (오장동),02-2277-4115,0,순대국,6000
9372,남도전통순대명가,1,한식,서울특별시 중구 마른내로 121-1 (오장동),02-2277-4115,0,돼지국밥,7000
9321,진미 순대국 감자탕,1,한식,서울특별시 동작구 사당로17나길 2 (사당동),김용산,0,순대국,7000
9187,참맛 닭곰탕,1,한식,서울특별시 마포구 망원로8길 36 (망원동),336-9945,0,닭곰탕,4500
9171,아쿠아산소사우나,6,목욕업,서울특별시 강북구 한천로 1131(수유동),991-6388,0,목욕료,4500
9335,경일 클리닝,7,세탁업,서울특별시 동작구 사당로28길 6 (사당동),583-5205,0,수선료,3000
9335,경일 클리닝,7,세탁업,서울특별시 동작구 사당로28길 6 (사당동),583-5205,0,세탁료,6000
9334,김포 세탁소,7,세탁업,서울특별시 동작구 서달로10길 40 (흑석동),815-7111,0,수선료,3000
9334,김포 세탁소,7,세탁업,서울특별시 동작구 서달로10길 40 (흑석동),815-7111,0,세탁료,7000
9333,서정사 세탁소,7,세탁업,서울특별시 동작구 사당로16가길 24 (사당동),584-2679,0,수선료,5000
9333,서정사 세탁소,7,세탁업,서울특별시 동작구 사당로16가길 24 (사당동),584-2679,0,세탁료,7000
9332,문세실리아,5,이 미용업,서울특별시 동작구 장승배기로27길 77 (노량진동),없음,0,파마,20000
9332,문세실리아,5,이 미용업,서울특별시 동작구 장승배기로27길 77 (노량진동),없음,0,커트,10000
9331,소망 세탁소,7,세탁업,서울특별시 동작구 여의대방로 28 (신대방동 현대아파트),835-6901,0,수선료,3000
9331,소망 세탁소,7,세탁업,서울특별시 동작구 여의대방로 28 (신대방동 현대아파트),835-6901,0,세탁료,5000
9276,이모네식당,1,한식,서울특별시 관악구 봉천로 575-1 (봉천동),02-872-1233,0,김치찌개,5000
